Sample Count,55

Sample No.,1
Date & Time,'2021-12-30 13:24:58
Data Type,OPC
Voc (V),39.28
Isc (A),8.918
Pmax (W),228.7857
Vpm (V),29.56
Ipm (A),7.738
EFF (%),11.768
FF,0.652
Tc (degC),15.9
Irr (W/m2),66
Nms,1
Rs (Ohm),0.9216
V (V),I (A),P (W)
10.91,8.112,88.5754
11.17,8.110,90.6594
11.43,8.108,92.7469
11.69,8.106,94.8336
11.95,8.104,96.9194
12.21,8.102,99.0043
12.47,8.101,101.0882
12.73,8.099,103.1712
12.99,8.097,105.2532
13.25,8.095,107.3343
13.51,8.093,109.4145
13.77,8.092,111.4937
14.03,8.090,113.5720
14.29,8.088,115.6494
14.55,8.086,117.7258
14.81,8.084,119.8013
15.07,8.083,121.8767
15.33,8.081,123.9514
15.59,8.079,126.0252
15.85,8.077,128.0982
16.11,8.076,130.1702
16.37,8.074,132.2413
16.63,8.072,134.3116
16.89,8.070,136.3809
17.15,8.069,138.4493
17.41,8.067,140.5169
17.67,8.065,142.5835
17.93,8.063,144.6492
18.19,8.062,146.7141
18.45,8.060,148.7780
18.71,8.058,150.8410
18.97,8.056,152.8993
19.23,8.054,154.9546
19.49,8.052,157.0088
19.75,8.050,159.0620
20.01,8.048,161.1141
20.27,8.046,163.1652
20.53,8.044,165.2152
20.79,8.042,167.2641
21.05,8.040,169.3120
21.31,8.038,171.3588
21.57,8.036,173.4046
21.83,8.034,175.4493
22.09,8.032,177.4929
22.35,8.029,179.5209
22.61,8.026,181.5361
22.87,8.023,183.5496
23.13,8.020,185.5615
23.39,8.016,187.5718
23.65,8.013,189.5803
23.91,8.010,191.5873
24.17,8.007,193.5925
24.43,8.004,195.5944
24.69,7.999,197.5619
24.95,7.994,199.5270
25.21,7.990,201.4897
25.47,7.985,203.4500
25.73,7.981,205.4079
25.99,7.976,207.3634
26.25,7.968,209.2386
26.51,7.961,211.1092
26.77,7.953,212.9758
27.03,7.945,214.8139
27.29,7.934,216.5769
27.55,7.923,218.3342
27.81,7.906,219.9274
28.07,7.885,221.3873
28.33,7.856,222.6193
28.59,7.820,223.6453
28.85,7.773,224.3213
29.11,7.726,224.9624
29.37,7.679,225.5827
29.63,7.627,226.0405
29.89,7.545,225.5806
30.15,7.479,225.5501
30.41,7.374,224.3071
30.67,7.284,223.4631
30.93,7.171,221.8607
31.19,7.068,220.4951
31.45,6.960,218.9577
31.71,6.834,216.7697
31.97,6.677,213.5344
32.23,6.540,210.8538
32.49,6.412,208.3694
32.75,6.236,204.2874
33.01,6.086,200.9467
33.27,5.877,195.5945
33.53,5.684,190.6426
33.79,5.465,184.7203
34.05,5.279,179.8045
34.31,5.072,174.0642
34.57,4.837,167.2507
34.83,4.562,158.9287
35.09,4.293,150.6905
35.35,4.040,142.8484
35.61,3.778,134.5697
35.87,3.529,126.6116
36.13,3.212,116.1001
36.39,2.968,108.0245
36.65,2.725,99.8975
36.91,2.402,88.6719
37.17,2.139,79.5494
37.43,1.866,69.8837
37.69,1.498,56.4928
37.95,1.249,47.4247
38.21,0.892,34.1026
38.47,0.603,23.2280
38.73,0.325,12.5963

Sample No.,8
Date & Time,'2021-12-30 13:40:46
Data Type,OPC
Voc (V),38.77
Isc (A),8.934
Pmax (W),223.4109
Vpm (V),29.65
Ipm (A),7.533
EFF (%),11.492
FF,0.644
Tc (degC),14.6
Irr (W/m2),754
Nms,1
Rs (Ohm),0.7716
V (V),I (A),P (W)
0.25,8.910,2.3032
0.51,8.887,4.5944
0.77,8.863,6.8733
1.03,8.840,9.1401
1.29,8.816,11.3947
1.55,8.793,13.6372
1.80,8.769,15.8675
2.06,8.745,18.0857
2.32,8.722,20.2917
2.58,8.698,22.4855
2.84,8.675,24.6672
3.10,8.651,26.8366
3.36,8.628,28.9939
3.61,8.604,31.1391
3.87,8.581,33.2720
4.13,8.557,35.3930
4.39,8.366,36.7629
4.65,8.226,38.2770
4.91,8.212,40.3324
5.16,8.200,42.3947
5.42,8.192,44.4704
5.68,8.184,46.5420
5.94,8.177,48.6189
6.20,8.173,50.7045
6.46,8.168,52.7878
6.72,8.164,54.8687
6.97,8.159,56.9473
7.23,8.155,59.0238
7.49,8.152,61.1099
7.75,8.149,63.1945
8.01,8.146,65.2776
8.27,8.143,67.3592
8.53,8.140,69.4393
8.78,8.137,71.5179
9.04,8.134,73.5949
9.30,8.131,75.6705
9.56,8.129,77.7490
9.82,8.127,79.8336
10.08,8.125,81.9173
10.33,8.124,84.0002
10.59,8.122,86.0821
10.85,8.120,88.1632
11.11,8.119,90.2434
11.37,8.117,92.3227
11.63,8.115,94.4011
11.89,8.114,96.4787
12.14,8.112,98.5553
12.40,8.110,100.6311
12.66,8.108,102.7060
12.92,8.107,104.7801
13.18,8.105,106.8532
13.44,8.103,108.9266
13.69,8.102,111.0020
13.95,8.101,113.0765
14.21,8.099,115.1504
14.47,8.098,117.2235
14.73,8.096,119.2959
14.99,8.095,121.3676
15.25,8.093,123.4385
15.50,8.092,125.5087
15.76,8.091,127.5781
16.02,8.089,129.6469
16.28,8.088,131.7149
16.54,8.086,133.7821
16.80,8.085,135.8486
17.06,8.084,137.9144
17.31,8.082,139.9795
17.57,8.081,142.0438
17.83,8.079,144.1074
18.09,8.078,146.1703
18.35,8.076,148.2285
18.61,8.075,150.2849
18.86,8.073,152.3405
19.12,8.071,154.3951
19.38,8.069,156.4490
19.64,8.068,158.5019
19.90,8.066,160.5540
20.16,8.064,162.6052
20.42,8.063,164.6556
20.67,8.061,166.7051
20.93,8.059,168.7537
21.19,8.058,170.8014
21.45,8.056,172.8483
21.71,8.054,174.8943
21.97,8.053,176.9394
22.22,8.051,178.9837
22.48,8.048,181.0066
22.74,8.046,183.0253
23.00,8.043,185.0427
23.26,8.040,187.0586
23.52,8.038,189.0731
23.78,8.035,191.0862
24.03,8.032,193.0980
24.29,8.029,195.1083
24.55,8.027,197.1172
24.81,8.024,199.1247
25.07,8.019,201.0789
25.33,8.014,203.0227
25.59,8.009,204.9639
25.84,8.004,206.9024
26.10,7.999,208.8383
26.36,7.992,210.7181
26.62,7.981,212.5125
26.88,7.971,214.3017
27.14,7.955,215.9299
27.39,7.935,217.4262
27.65,7.909,218.7489
27.91,7.872,219.7744
28.17,7.840,220.9099
28.43,7.804,221.9112
28.69,7.759,222.6406
28.95,7.697,222.8579
29.20,7.641,223.1895
29.46,7.576,223.2661
29.72,7.515,223.4096
29.98,7.423,222.5910
30.24,7.327,221.5925
30.50,7.226,220.4216
30.75,7.127,219.2412
31.01,7.041,218.4260
31.27,6.881,215.2460
31.53,6.656,209.9288
31.79,6.523,207.4084
32.05,6.343,203.3322
32.31,6.187,199.9286
32.56,6.080,198.0320
32.82,5.837,191.6302
33.08,5.648,186.8800
33.34,5.477,182.6458
33.60,5.314,178.5873
33.86,5.146,174.2713
34.12,4.953,169.0128
34.37,4.728,162.5751
34.63,4.503,155.9722
34.89,4.251,148.3546
35.15,3.995,140.4536
35.41,3.743,132.5509
35.67,3.422,122.1011
35.92,3.124,112.2596
36.18,2.901,104.9912
36.44,2.633,95.9951
36.70,2.411,88.4963
36.96,2.129,78.7317
37.22,1.847,68.7629
37.48,1.516,56.8210
37.73,1.200,45.2962
37.99,0.954,36.2765
38.25,0.614,23.5130
38.51,0.285,10.9785

Sample No.,9
Date & Time,'2021-12-30 13:41:16
Data Type,OPC
Voc (V),38.76
Isc (A),8.936
Pmax (W),223.2466
Vpm (V),29.30
Ipm (A),7.617
EFF (%),11.483
FF,0.644
Tc (degC),14.9
Irr (W/m2),75
Nms,1
Rs (Ohm),0.8362
V (V),I (A),P (W)
0.25,8.913,2.3035
0.51,8.889,4.5948
0.77,8.865,6.8737
1.03,8.841,9.1404
1.29,8.817,11.3948
1.55,8.794,13.6369
1.80,8.770,15.8668
2.06,8.746,18.0844
2.32,8.722,20.2896
2.58,8.699,22.4826
2.84,8.675,24.6632
3.10,8.651,26.8319
3.35,8.627,28.9880
3.61,8.604,31.1320
3.87,8.580,33.2634
4.13,8.556,35.3827
4.39,8.253,36.2606
4.65,8.229,38.2835
4.91,8.216,40.3478
5.16,8.205,42.4122
5.42,8.198,44.4982
5.68,8.192,46.5810
5.94,8.186,48.6604
6.20,8.180,50.7424
6.46,8.176,52.8305
6.71,8.172,54.9165
6.97,8.168,57.0004
7.23,8.164,59.0822
7.49,8.160,61.1619
7.75,8.156,63.2436
8.01,8.154,65.3328
8.27,8.152,67.4209
8.52,8.149,69.5077
8.78,8.147,71.5933
9.04,8.145,73.6777
9.30,8.142,75.7609
9.56,8.140,77.8429
9.82,8.138,79.9236
10.07,8.135,82.0032
10.33,8.133,84.0815
10.59,8.131,86.1635
10.85,8.129,88.2479
11.11,8.128,90.3315
11.37,8.126,92.4143
11.63,8.125,94.4963
11.88,8.123,96.5775
12.14,8.121,98.6578
12.40,8.120,100.7373
12.66,8.118,102.8161
12.92,8.117,104.8940
13.18,8.115,106.9710
13.43,8.114,109.0473
13.69,8.112,111.1228
13.95,8.110,113.1974
14.21,8.109,115.2712
14.47,8.107,117.3442
14.73,8.106,119.4172
14.98,8.104,121.4914
15.24,8.103,123.5648
15.50,8.102,125.6375
15.76,8.100,127.7095
16.02,8.099,129.7807
16.28,8.097,131.8513
16.54,8.096,133.9211
16.79,8.095,135.9902
17.05,8.093,138.0586
17.31,8.092,140.1262
17.57,8.090,142.1932
17.83,8.089,144.2594
18.09,8.088,146.3249
18.34,8.086,148.3897
18.60,8.085,150.4537
18.86,8.083,152.5170
19.12,8.082,154.5797
19.38,8.081,156.6415
19.64,8.079,158.6981
19.90,8.077,160.7493
20.15,8.075,162.7996
20.41,8.073,164.8490
20.67,8.072,166.8973
20.93,8.070,168.9447
21.19,8.068,170.9912
21.45,8.066,173.0367
21.70,8.064,175.0812
21.96,8.062,177.1248
22.22,8.061,179.1674
22.48,8.059,181.2090
22.74,8.057,183.2497
23.00,8.055,185.2895
23.26,8.053,187.3265
23.51,8.050,189.3317
23.77,8.047,191.3352
24.03,8.043,193.3371
24.29,8.040,195.3373
24.55,8.037,197.3358
24.81,8.034,199.3327
25.06,8.030,201.3278
25.32,8.027,203.3213
25.58,8.022,205.2576
25.84,8.015,207.1577
26.10,8.008,209.0543
26.36,8.002,210.9475
26.62,7.992,212.7711
26.87,7.980,214.5129
27.13,7.966,216.1987
27.39,7.937,217.4568
27.65,7.906,218.6581
27.91,7.875,219.8184
28.17,7.839,220.8341
28.42,7.799,221.7395
28.68,7.745,222.2102
28.94,7.686,222.4955
29.20,7.638,223.0899
29.46,7.568,222.9938
29.72,7.506,223.1123
29.97,7.420,222.4709
30.23,7.282,220.2079
30.49,7.190,219.2818
30.75,7.055,216.9794
31.01,6.977,216.3987
31.27,6.820,213.2895
31.53,6.661,210.0547
31.78,6.533,207.6794
32.04,6.412,205.4989
32.30,6.249,201.8983
32.56,6.086,198.1915
32.82,5.876,192.8974
33.08,5.673,187.6813
33.33,5.454,181.8403
33.59,5.265,176.8967
33.85,5.057,171.2250
34.11,4.843,165.2373
34.37,4.630,159.1553
34.63,4.335,150.1627
34.89,3.918,136.7225
35.14,3.770,132.5437
35.40,3.480,123.2322
35.66,3.236,115.4327
35.92,2.971,106.7656
36.18,2.715,98.2496
36.44,2.500,91.1151
36.69,2.246,82.4343
36.95,1.970,72.8412
37.21,1.728,64.3380
37.47,1.470,55.0951
37.73,1.177,44.4196
37.99,0.877,33.3427
38.25,0.592,22.6643
38.50,0.271,10.4515

Sample No.,10
Date & Time,'2021-12-30 13:42:08
Data Type,OPC
Voc (V),38.73
Isc (A),8.994
Pmax (W),224.4491
Vpm (V),29.27
Ipm (A),7.666
EFF (%),11.545
FF,0.644
Tc (degC),15.3
Irr (W/m2),760
Nms,1
Rs (Ohm),0.8637
V (V),I (A),P (W)
0.25,8.971,2.3169
0.51,8.948,4.6219
0.77,8.925,6.9149
1.03,8.901,9.1958
1.29,8.878,11.4648
1.54,8.855,13.7217
1.80,8.832,15.9666
2.06,8.808,18.1994
2.32,8.785,20.4203
2.58,8.762,22.6293
2.84,8.739,24.8263
3.09,8.715,27.0111
3.35,8.692,29.1840
3.61,8.669,31.3448
3.87,8.645,33.4936
4.13,8.622,35.6303
4.39,8.597,37.7449
4.64,8.287,38.5254
4.90,8.271,40.5858
5.16,8.258,42.6550
5.42,8.250,44.7461
5.68,8.242,46.8332
5.93,8.235,48.9170
6.19,8.230,51.0165
6.45,8.226,53.1138
6.71,8.221,55.2087
6.97,8.217,57.3013
7.23,8.213,59.3917
7.48,8.209,61.4846
7.74,8.206,63.5830
8.00,8.203,65.6801
8.26,8.201,67.7756
8.52,8.198,69.8698
8.78,8.195,71.9625
9.03,8.192,74.0537
9.29,8.189,76.1435
9.55,8.187,78.2318
9.81,8.184,80.3228
10.07,8.182,82.4200
10.33,8.181,84.5164
10.58,8.179,86.6120
10.84,8.178,88.7067
11.10,8.176,90.8005
11.36,8.174,92.8935
11.62,8.173,94.9857
11.87,8.171,97.0770
12.13,8.169,99.1675
12.39,8.168,101.2571
12.65,8.166,103.3459
12.91,8.164,105.4338
13.17,8.163,107.5209
13.42,8.161,109.6071
13.68,8.160,111.6925
13.94,8.158,113.7788
14.20,8.157,115.8656
14.46,8.155,117.9518
14.72,8.154,120.0372
14.97,8.152,122.1219
15.23,8.151,124.2058
15.49,8.149,126.2890
15.75,8.148,128.3715
16.01,8.147,130.4533
16.27,8.145,132.5343
16.52,8.144,134.6146
16.78,8.142,136.6941
17.04,8.141,138.7730
17.30,8.140,140.8510
17.56,8.138,142.9284
17.81,8.137,145.0050
18.07,8.135,147.0809
18.33,8.134,149.1561
18.59,8.132,151.2305
18.85,8.131,153.2973
19.11,8.129,155.3627
19.36,8.127,157.4272
19.62,8.125,159.4908
19.88,8.123,161.5534
20.14,8.122,163.6151
20.40,8.120,165.6759
20.66,8.118,167.7357
20.91,8.116,169.7946
21.17,8.114,171.8526
21.43,8.113,173.9096
21.69,8.111,175.9657
21.95,8.109,178.0209
22.21,8.107,180.0751
22.46,8.105,182.1273
22.72,8.103,184.1581
22.98,8.100,186.1874
23.24,8.097,188.2152
23.50,8.094,190.2417
23.75,8.092,192.2667
24.01,8.089,194.2904
24.27,8.086,196.3125
24.53,8.083,198.3333
24.79,8.081,200.3526
25.05,8.078,202.3643
25.30,8.072,204.3033
25.56,8.066,206.2394
25.82,8.060,208.1724
26.08,8.054,210.1025
26.34,8.047,211.9982
26.60,8.037,213.7956
26.85,8.026,215.5874
27.11,8.009,217.1950
27.37,7.986,218.6251
27.63,7.960,219.9808
27.89,7.928,221.1420
28.15,7.895,222.2547
28.40,7.849,222.9796
28.66,7.797,223.5311
28.92,7.749,224.1497
29.18,7.686,224.3173
29.44,7.620,224.3606
29.69,7.551,224.2733
29.95,7.468,223.7419
30.21,7.376,222.9029
30.47,7.272,221.6225
30.73,7.149,219.7123
30.99,7.060,218.8086
31.24,6.914,216.0606
31.50,6.780,213.6324
31.76,6.622,210.3651
32.02,6.464,207.0257
32.28,6.325,204.2160
32.54,6.187,201.3402
32.79,5.989,196.4335
33.05,5.795,191.5973
33.31,5.603,186.6763
33.57,5.412,181.7264
33.83,5.171,174.9634
34.09,4.980,169.7949
34.34,4.766,163.7283
34.60,4.454,154.1646
34.86,4.273,149.0007
35.12,3.918,137.6445
35.38,3.616,127.9725
35.63,3.376,120.3332
35.89,3.102,111.3736
36.15,2.841,102.7305
36.41,2.576,93.8363
36.67,2.320,85.1127
36.93,2.060,76.0973
37.18,1.860,69.1913
37.44,1.484,55.6093
37.70,1.176,44.3442
37.96,0.906,34.4084
38.22,0.609,23.3107
38.48,0.278,10.7142

Sample No.,11
Date & Time,'2021-12-30 13:42:33
Data Type,OPC
Voc (V),38.70
Isc (A),8.963
Pmax (W),224.3395
Vpm (V),29.50
Ipm (A),7.603
EFF (%),11.540
FF,0.646
Tc (degC),15.4
Irr (W/m2),76
Nms,1
Rs (Ohm),0.8252
V (V),I (A),P (W)
0.25,8.940,2.3071
0.51,8.916,4.6021
0.77,8.893,6.8850
1.03,8.869,9.1557
1.29,8.846,11.4144
1.54,8.822,13.6609
1.80,8.799,15.8953
2.06,8.775,18.1177
2.32,8.752,20.3278
2.58,8.728,22.5259
2.83,8.705,24.7117
3.09,8.681,26.8857
3.35,8.658,29.0473
3.61,8.634,31.1968
3.87,8.611,33.3342
4.12,8.588,35.4598
4.38,8.564,37.5730
4.64,8.250,38.3219
4.90,8.231,40.3584
5.16,8.221,42.4321
5.41,8.211,44.5008
5.67,8.204,46.5778
5.93,8.198,48.6634
6.19,8.193,50.7463
6.45,8.188,52.8265
6.70,8.182,54.9039
6.96,8.179,56.9905
7.22,8.176,59.0771
7.48,8.172,61.1621
7.74,8.169,63.2453
7.99,8.165,65.3268
8.25,8.162,67.4066
8.51,8.159,69.4846
8.77,8.156,71.5646
9.03,8.154,73.6519
9.29,8.152,75.7382
9.54,8.150,77.8235
9.80,8.148,79.9078
10.06,8.146,81.9911
10.32,8.144,84.0733
10.58,8.142,86.1546
10.83,8.140,88.2349
11.09,8.138,90.3141
11.35,8.136,92.3924
11.61,8.135,94.4697
11.87,8.133,96.5459
12.12,8.131,98.6213
12.38,8.129,100.7016
12.64,8.128,102.7811
12.90,8.126,104.8598
13.16,8.125,106.9378
13.41,8.123,109.0150
13.67,8.122,111.0915
13.93,8.120,113.1672
14.19,8.119,115.2422
14.45,8.118,117.3164
14.70,8.116,119.3899
14.96,8.115,121.4626
15.22,8.113,123.5345
15.48,8.112,125.6057
15.74,8.110,127.6762
15.99,8.109,129.7459
16.25,8.107,131.8148
16.51,8.106,133.8830
16.77,8.104,135.9504
17.03,8.103,138.0162
17.29,8.101,140.0811
17.54,8.100,142.1453
17.80,8.098,144.2087
18.06,8.097,146.2713
18.32,8.095,148.3332
18.58,8.094,150.3942
18.83,8.092,152.4545
19.09,8.091,154.5140
19.35,8.089,156.5727
19.61,8.088,158.6306
19.87,8.086,160.6877
20.12,8.085,162.7441
20.38,8.083,164.7997
20.64,8.082,166.8545
20.90,8.080,168.9085
21.16,8.079,170.9617
21.41,8.077,173.0100
21.67,8.075,175.0450
21.93,8.072,177.0788
22.19,8.070,179.1115
22.45,8.068,181.1430
22.70,8.066,183.1733
22.96,8.063,185.2024
23.22,8.061,187.2304
23.48,8.059,189.2571
23.74,8.056,191.2827
23.99,8.054,193.3072
24.25,8.052,195.3304
24.51,8.049,197.3390
24.77,8.044,199.3037
25.03,8.040,201.2661
25.28,8.035,203.2261
25.54,8.031,205.1838
25.80,8.026,207.1391
26.06,8.021,209.0796
26.32,8.012,210.9046
26.58,8.003,212.7249
26.83,7.993,214.5309
27.09,7.975,216.1022
27.35,7.953,217.5541
27.61,7.926,218.8828
27.87,7.901,220.2163
28.12,7.862,221.1646
28.38,7.822,222.0416
28.64,7.773,222.6599
28.90,7.726,223.3297
29.16,7.667,223.5834
29.41,7.620,224.1836
29.67,7.554,224.1811
29.93,7.490,224.2161
30.19,7.305,220.5766
30.45,7.206,219.4404
30.70,7.096,217.9315
30.96,6.976,216.0381
31.22,6.874,214.6582
31.48,6.708,211.2000
31.74,6.567,208.4636
31.99,6.430,205.7585
32.25,6.279,202.5564
32.51,6.095,198.1952
32.77,5.932,194.4282
33.03,5.727,189.1977
33.28,5.590,186.0989
33.54,5.410,181.4972
33.80,5.219,176.4414
34.06,5.031,171.3923
34.32,4.824,165.5724
34.58,4.547,157.2645
34.83,4.325,150.7043
35.09,4.067,142.7578
35.35,3.808,134.6537
35.61,3.547,126.3284
35.87,3.279,117.6351
36.12,3.011,108.7929
36.38,2.711,98.6641
36.64,2.410,88.3478
36.90,2.132,78.7101
37.16,1.828,67.9475
37.41,1.559,58.3535
37.67,1.230,46.3442
37.93,0.914,34.6985
38.19,0.620,23.7113
38.45,0.262,10.0879

Sample No.,12
Date & Time,'2021-12-30 13:48:50
Data Type,OPC
Voc (V),38.57
Isc (A),9.087
Pmax (W),207.0646
Vpm (V),30.22
Ipm (A),6.851
EFF (%),10.651
FF,0.590
Tc (degC),14.9
Irr (W/m2),75
Nms,1
Rs (Ohm),1.0081
V (V),I (A),P (W)
0.25,9.064,2.3308
0.51,9.040,4.6496
0.77,9.017,6.9564
1.02,8.994,9.2513
1.28,8.970,11.5342
1.54,8.947,13.8051
1.80,8.924,16.0641
2.05,8.901,18.3111
2.31,8.877,20.5461
2.57,8.854,22.7693
2.82,8.831,24.9804
3.08,8.808,27.1796
3.34,8.784,29.3667
3.60,8.761,31.5416
3.85,8.738,33.7050
4.11,8.714,35.8561
4.37,8.691,37.9926
4.62,8.406,38.9125
4.88,8.378,40.9365
5.14,8.361,43.0018
5.40,8.347,45.0797
5.65,8.338,47.1718
5.91,8.329,49.2659
6.17,8.321,51.3556
6.42,8.315,53.4582
6.68,8.310,55.5608
6.94,8.304,57.6607
7.20,8.299,59.7577
7.45,8.294,61.8546
7.71,8.291,63.9620
7.97,8.287,66.0678
8.22,8.284,68.1719
8.48,8.281,70.2742
8.74,8.278,72.3749
9.00,8.274,74.4739
9.25,8.271,76.5712
9.51,8.268,78.6692
9.77,8.265,80.7697
10.02,8.263,82.8689
10.28,8.260,84.9667
10.54,8.257,87.0631
10.80,8.255,89.1582
11.05,8.252,91.2520
11.31,8.250,93.3444
11.57,8.247,95.4355
11.82,8.244,97.5252
12.08,8.241,99.6113
12.34,8.238,101.6930
12.60,8.235,103.7732
12.85,8.232,105.8518
13.11,8.229,107.9288
13.37,8.226,110.0043
13.62,8.223,112.0782
13.88,8.220,114.1505
14.14,8.217,116.2213
14.40,8.213,118.2704
14.65,8.208,120.3080
14.91,8.202,122.3431
15.17,8.197,124.3755
15.42,8.192,126.4053
15.68,8.185,128.4034
15.94,8.175,130.3370
16.20,8.164,132.2650
16.45,8.148,134.1064
16.71,8.129,135.8838
16.97,8.097,137.4309
17.22,8.058,138.8384
17.48,8.008,140.0373
17.74,7.937,140.8413
18.00,7.861,141.5178
18.25,7.756,141.6068
18.51,7.630,141.2720
18.77,7.504,140.8783
19.02,7.350,139.8758
19.28,7.193,138.7284
19.54,7.105,138.8701
19.80,7.093,140.4559
20.05,7.081,142.0354
20.31,7.069,143.6086
20.57,7.058,145.2133
20.82,7.055,146.9642
21.08,7.052,148.7134
21.34,7.049,150.4611
21.60,7.046,152.2072
21.85,7.043,153.9517
22.11,7.040,155.6946
22.37,7.037,157.4359
22.62,7.034,159.1757
22.88,7.031,160.9138
23.14,7.028,162.6504
23.40,7.024,164.3854
23.65,7.021,166.1188
23.91,7.018,167.8506
24.17,7.015,169.5808
24.42,7.012,171.3094
24.68,7.009,173.0364
24.94,7.005,174.7488
25.20,7.002,176.4564
25.45,6.998,178.1620
25.71,6.994,179.8658
25.97,6.990,181.5676
26.22,6.987,183.2674
26.48,6.983,184.9654
26.74,6.979,186.6615
27.00,6.976,188.3556
27.25,6.972,190.0478
27.51,6.968,191.7381
27.77,6.964,193.4265
28.02,6.961,195.1129
28.28,6.957,196.7975
28.54,6.948,198.3194
28.80,6.938,199.8327
29.05,6.929,201.3411
29.31,6.919,202.8446
29.57,6.910,204.3432
29.82,6.892,205.6064
30.08,6.865,206.5595
30.34,6.815,206.8134
30.60,6.720,205.6431
30.85,6.611,204.0237
31.11,6.488,201.8746
31.37,6.387,200.3902
31.62,6.252,197.7739
31.88,6.098,194.4428
32.14,5.933,190.7240
32.40,5.735,185.8464
32.65,5.563,181.6909
32.91,5.418,178.3377
33.17,5.213,172.9544
33.42,5.036,168.3804
33.68,4.866,163.9456
33.94,4.720,160.2162
34.20,4.514,154.3916
34.45,4.310,148.5240
34.71,4.081,141.6955
34.97,3.797,132.8215
35.22,3.613,127.2899
35.48,3.326,118.0514
35.74,3.070,109.7618
36.00,2.817,101.4305
36.25,2.492,90.3852
36.51,2.276,83.1130
36.77,1.992,73.2681
37.02,1.707,63.2271
37.28,1.404,52.3842
37.54,1.133,42.5660
37.80,0.839,31.7193
38.05,0.580,22.0763
38.31,0.301,11.5589

Sample No.,13
Date & Time,'2021-12-30 13:49:25
Data Type,OPC
Voc (V),38.62
Isc (A),8.429
Pmax (W),197.5409
Vpm (V),30.60
Ipm (A),6.453
EFF (%),10.161
FF,0.606
Tc (degC),13.8
Irr (W/m2),73
Nms,1
Rs (Ohm),0.8208
V (V),I (A),P (W)
0.25,8.409,2.1651
0.51,8.388,4.3196
0.77,8.368,6.4635
1.02,8.347,8.5968
1.28,8.326,10.7195
1.54,8.306,12.8316
1.80,8.285,14.9331
2.05,8.265,17.0239
2.31,8.244,19.1043
2.57,8.224,21.1740
2.83,8.203,23.2331
3.08,8.182,25.2816
3.34,8.162,27.3195
3.60,8.141,29.3468
3.86,8.121,31.3635
4.11,8.100,33.3695
4.37,7.852,34.3701
4.63,7.829,36.2868
4.89,7.816,38.2365
5.14,7.804,40.1898
5.40,7.797,42.1573
5.66,7.789,44.1209
5.92,7.783,46.0894
6.17,7.778,48.0646
6.43,7.773,50.0373
6.69,7.769,52.0077
6.95,7.764,53.9756
7.20,7.761,55.9502
7.46,7.758,57.9259
7.72,7.755,59.9000
7.98,7.752,61.8726
8.23,7.749,63.8436
8.49,7.746,65.8131
8.75,7.742,67.7810
9.01,7.740,69.7494
9.26,7.737,71.7204
9.52,7.735,73.6903
9.78,7.733,75.6589
10.04,7.730,77.6263
10.29,7.728,79.5925
10.55,7.726,81.5574
10.81,7.723,83.5212
11.07,7.721,85.4838
11.32,7.719,87.4451
11.58,7.716,89.4031
11.84,7.713,91.3586
12.10,7.711,93.3128
12.35,7.708,95.2656
12.61,7.705,97.2170
12.87,7.703,99.1671
13.13,7.700,101.1159
13.38,7.698,103.0632
13.64,7.695,105.0092
13.90,7.691,106.9380
14.16,7.687,108.8611
14.41,7.683,110.7820
14.67,7.679,112.7009
14.93,7.675,114.6177
15.19,7.671,116.5325
15.44,7.664,118.4048
15.70,7.657,120.2706
15.96,7.651,122.1328
16.22,7.643,123.9732
16.47,7.633,125.7814
16.73,7.623,127.5846
16.99,7.606,129.2521
17.25,7.585,130.8438
17.50,7.553,132.2466
17.76,7.503,133.3081
18.02,7.447,134.2172
18.28,7.378,134.8831
18.53,7.282,135.0037
18.79,7.190,135.1432
19.05,7.075,134.8119
19.31,6.955,134.3157
19.56,6.796,132.9959
19.82,6.712,133.0762
20.08,6.683,134.2292
20.33,6.680,135.8769
20.59,6.676,137.5227
20.85,6.673,139.1667
21.11,6.669,140.8088
21.36,6.665,142.4491
21.62,6.662,144.0875
21.88,6.658,145.7241
22.14,6.655,147.3588
22.39,6.651,148.9916
22.65,6.647,150.6226
22.91,6.644,152.2518
23.17,6.640,153.8791
23.42,6.637,155.5221
23.68,6.635,157.1698
23.94,6.632,158.8162
24.20,6.630,160.4613
24.45,6.627,162.1050
24.71,6.624,163.7474
24.97,6.622,165.3885
25.23,6.619,167.0282
25.48,6.617,168.6666
25.74,6.614,170.3037
26.00,6.612,171.9395
26.26,6.609,173.5739
26.51,6.606,175.2069
26.77,6.604,176.8387
27.03,6.601,178.4691
27.29,6.599,180.0982
27.54,6.596,181.7259
27.80,6.592,183.3209
28.06,6.586,184.8441
28.32,6.580,186.3642
28.57,6.574,187.8810
28.83,6.567,189.3946
29.09,6.561,190.9050
29.35,6.555,192.4123
29.60,6.549,193.9163
29.86,6.531,195.0825
30.12,6.513,196.2029
30.38,6.487,197.0893
30.63,6.445,197.4815
30.89,6.374,196.9517
31.15,6.289,195.9436
31.41,6.212,195.1436
31.66,6.106,193.3855
31.92,6.003,191.6716
32.18,5.874,189.0551
32.44,5.742,186.2794
32.69,5.613,183.5550
32.95,5.465,180.1159
33.21,5.325,176.8680
33.47,5.129,171.6809
33.72,4.972,167.7113
33.98,4.774,162.2771
34.24,4.539,155.4557
34.50,4.329,149.3642
34.75,4.079,141.7961
